0.167866629758376+0i,0.105439258797614-2.30344493798007e-09i,0.0468977491864727+4.86742062586044e-08i,0.0164242213715888+7.52282443999429e-08i,0.00660933457001551+7.36181334974898e-07i,0.000238387356321317+1.14825541620625e-07i,-0.000640207406753752+6.28868750281187e-08i,-0.000785985022072087-2.19557302816005e-07i,-0.000984381190357721-4.09243007219595e-07i,-0.000291020962922354-1.39794781412113e-07i,7.58107034137772e-05+4.46962132046843e-08i,9.85589752491537e-05-8.47819357588728e-08i,0.000164480775893071-2.42810880671569e-08i,0.0888918109817309+1.5208365925169e-07i,-0.0543475703216469+1.83372704194399e-08i,0.026068048786584-6.06920412465527e-07i,-0.00694212247345982+2.25237482630308e-09i,0.00234577342366183+7.72029707477692e-07i,0.000150373407351117-7.36309603080535e-07i,-0.000429248881620769+3.939797165263e-07i,0.000331159335850283-2.96208632186411e-07i,-0.000283934085454329+2.39139034220962e-07i,5.69952664632526e-05-1.63201838138803e-07i,5.69553095023977e-05-1.03852589193513e-07i,-5.01754999217289e-05+2.56482806843755e-07i,3.88523972662526e-05-2.03564955715697e-07i,0.117847897904472-0.0354848126187022i,-0.0211378328315365-0.0740485800055637i,-0.0331293784238315+0.00792195672163067i,0.00374571814298482+0.00996694014365397i,0.00376249050560045-0.00180641890646589i,-0.000203573986612811+5.6714027456834e-05i,0.000533665001256384+9.51589606791835e-06i,-0.000137344852317551-0.000466490786561629i,-0.00052362173300613+0.000285532567130472i,9.30657687240923e-05+0.0001366959162397i,-7.93761633828307e-05-1.10081833560437e-05i,2.98796516349788e-06+7.32172007928148e-05i,8.70924881553715e-05-4.93267650216113e-05i,0.117847355595335+0.0354849320155938i,-0.0211378101606148+0.0740482013725615i,-0.0331292241390338-0.0079218608253739i,0.00374601533860988-0.00996686689780818i,0.003762634459267+0.00180575954955669i,-0.000202966672477442-5.72687275099803e-05i,0.000533884387187734-9.09551114213577e-06i,-0.000137600219644641+0.000467086770753738i,-0.000524441643720915-0.000285737029425115i,9.30939898558983e-05-0.000136995019699969i,-7.95200780902207e-05+1.088063094455e-05i,3.13962801093826e-06-7.3351335035176e-05i,8.72682055216337e-05+4.93013049293395e-05i
0.105439258797614+2.30344493798007e-09i,0.0667293121535791+0i,0.0297861770634435+4.05258377393647e-08i,0.0104381146324023+4.94299340551046e-08i,0.00418314763846605+4.52275195255555e-07i,0.000143215625779849+6.01664574999342e-08i,-0.000428998918431639+5.6130246181172e-08i,-0.000509619577172829-1.41657400288689e-07i,-0.000626927076531169-2.77857877272468e-07i,-0.000186672005665901-7.10995529988795e-08i,5.30247923784503e-05+1.76726809543313e-08i,6.67726473415987e-05-8.05811522008759e-08i,0.000105412550908123-1.56079412453349e-08i,0.0543475517338746-2.53435122544596e-08i,-0.0327771160492473+9.27485786052269e-08i,0.0156119731641328-3.96379279696499e-07i,-0.00405719324993693+1.11921495412063e-08i,0.00136811013329004+4.61853095336055e-07i,9.27976249743793e-05-4.47838478378642e-07i,-0.000240643885815756+2.68670392491984e-07i,0.00018370926353627-1.82997963715992e-07i,-0.000158571145537174+1.28007479698709e-07i,2.88781785755661e-05-1.19066064899477e-07i,3.06281287301458e-05-7.4204182377798e-08i,-2.64768494886945e-05+1.85589211965504e-07i,2.08326720717614e-05-1.26464254242843e-07i,0.0740486184568773-0.0211379012225336i,-0.012114339168222-0.0464994278262023i,-0.0208250260632886+0.00433977122995699i,0.00209517760596806+0.00628816100264139i,0.00237614559890932-0.00104907210145777i,-0.000128711087786975+3.1720655229448e-05i,0.000333386081375527+3.32952535004748e-05i,-6.28630106508271e-05-0.000294673528720235i,-0.000330991999940421+0.000162018040965968i,5.21254264579943e-05+8.66451709256841e-05i,-4.90992529627837e-05-1.1623577709655e-05i,-3.57577748803743e-06+4.57721484093294e-05i,5.49745497392984e-05-2.71304413625808e-05i,0.0740481492061735+0.0211377100253244i,-0.0121141486973692+0.0464990797213717i,-0.0208248771211834-0.00433959759054645i,0.00209532296631575-0.00628809106048317i,0.00237622258626269+0.00104861822788237i,-0.000128353716829544-3.20647412664115e-05i,0.000333517479612705-3.30432948357876e-05i,-6.31541935871588e-05+0.000295045031247804i,-0.000331506636385139-0.000162214672064332i,5.20912318990704e-05-8.68359140274377e-05i,-4.91873681208746e-05+1.15387344828064e-05i,-3.46193882259262e-06-4.58572409982475e-05i,5.50851948629329e-05+2.7152355905077e-05i
0.0468977491864727-4.86742062586044e-08i,0.0297861770634435-4.05258377393647e-08i,0.0134053133128279+0i,0.00468750314576915+1.85131244715023e-08i,0.00186476199791129+1.72048954245355e-07i,6.08428540528402e-05+5.35839612873744e-09i,-0.000199568207297872+2.37355142938723e-08i,-0.000232766258659695-6.7498194642284e-08i,-0.000279634051184167-1.32480860764483e-07i,-8.34409903964036e-05-2.83327423452606e-08i,2.47424661114591e-05+7.10241270785203e-09i,3.10939071499488e-05-3.75358596048243e-08i,4.69273944332555e-05-2.18220910577196e-09i,0.0260680541055181-6.28135399347523e-07i,-0.0156119846800347+4.08413231842303e-07i,0.00736183617093937-3.17412055793244e-07i,-0.00198986977143587+6.18632762640982e-08i,0.000696291002624752+1.51705750060464e-07i,3.05814492631489e-05-1.82300171634455e-07i,-0.000104017025988469+1.19400822202883e-07i,8.77392161216945e-05-8.24109375912385e-08i,-8.34103259347188e-05+5.97730649612583e-08i,1.68399450951238e-05-6.01064330788937e-08i,1.21892752658427e-05-3.67393016111312e-08i,-1.13019600372627e-05+8.59714656923066e-08i,1.11655463785274e-05-5.34123241266051e-08i,0.0331296713302961-0.00792219270324058i,-0.00433988785065766-0.0208252066452292i,-0.00929885380090492+0.00146799925418867i,0.000728881033821794+0.00278295997181052i,0.00104944714894299-0.000381382022194083i,-5.15145867935784e-05+1.82964761753944e-05i,0.00015034854081137+2.39520929349379e-05i,-1.62011684132549e-05-0.000129814115697454i,-0.000145848248144222+5.75666880096998e-05i,1.82927464583865e-05+3.77179331602744e-05i,-2.26958605762646e-05-6.49837657649201e-06i,-3.35883703712993e-06+2.0558501546524e-05i,2.43476187086843e-05-9.39156595300119e-06i,0.0331287939077129+0.00792151430750872i,-0.00433942605561311+0.0208246106806508i,-0.00929860829362741-0.00146774760867163i,0.000728883080754151-0.00278284500180647i,0.00104944436328288+0.000381178405393132i,-5.1385661271916e-05-1.84573241567762e-05i,0.000150408064118945-2.38635536113979e-05i,-1.63592568400208e-05+0.00012998206934325i,-0.000146076341745529-5.76661419832727e-05i,1.8258783636785e-05-3.78007968042867e-05i,-2.27383017477079e-05+6.46388176028492e-06i,-3.30916318474419e-06-2.05993329029983e-05i,2.43982043397646e-05+9.41265003126458e-06i
0.0164242213715888-7.52282443999429e-08i,0.0104381146324023-4.94299340551046e-08i,0.00468750314576915-1.85131244715023e-08i,0.00169982608838115+0i,0.000685512174009388+7.98250492609263e-08i,2.96153383661788e-05+1.64036645287623e-08i,-6.69891535460324e-05+1.66814617086466e-08i,-8.47245628138589e-05-2.01541041302707e-08i,-0.000104104724115537-4.68586575799824e-08i,-3.1739687776985e-05-8.73320190662895e-09i,7.72816027773401e-06+2.02364186693523e-09i,1.0804568232371e-05-1.78914833941499e-08i,1.7527042302942e-05-4.68255321924069e-09i,0.0069421862062147-2.33207508690135e-08i,-0.00405723507623732+2.4708877648328e-08i,0.00198988333112656-6.44863232664317e-08i,-0.000489204137027987-3.75402596634478e-09i,0.000157736176509487+8.70085159816832e-08i,1.34799716906114e-05-7.63951338945998e-08i,-2.77607134615039e-05+4.5259738432367e-08i,2.11400462247341e-05-2.53673532624877e-08i,-1.60337868621732e-05+1.49522862731631e-08i,1.93504136002339e-06-1.91923813007017e-08i,2.91645427905615e-06-1.40662977145114e-08i,-2.5007384630787e-06+3.41493234721487e-08i,1.48835699684224e-06-2.09204332439188e-08i,0.00996692627792206-0.00374591953226487i,-0.00209529199923308-0.00628815045287769i,-0.00278292091645541+0.000728916572914034i,0.000357588013754334+0.000809698374711716i,0.000303219495658792-0.000182935210746636i,-2.37609798745917e-05+9.08402634161865e-06i,4.65889808585319e-05+8.81207428398471e-06i,-9.52663404425033e-06-3.73413054785127e-05i,-4.18102037629464e-05+2.80490985345844e-05i,9.01251722328298e-06+1.04647873157837e-05i,-7.48862688859034e-06-2.62689580049568e-06i,-1.04196479704131e-06+6.32275635741059e-06i,7.10978137665557e-06-4.69697811690166e-06i,0.00996688734131645+0.00374571880170956i,-0.00209515468927134+0.00628810604557059i,-0.00278290230893626-0.000728830911374914i,0.000357595050607295-0.000809687999986741i,0.000303229444378455+0.00018283990031335i,-2.36957940542623e-05-9.13365106167809e-06i,4.66095321313588e-05-8.76861496783162e-06i,-9.5872227918718e-06+3.73979289681588e-05i,-4.18832129944109e-05-2.80884365598644e-05i,9.00150175305523e-06-1.04893208473149e-05i,-7.50416700254809e-06+2.61099230689189e-06i,-1.02072627777084e-06-6.33730203246294e-06i,7.12662977661668e-06+4.70277407287222e-06i
0.00660933457001551-7.36181334974898e-07i,0.00418314763846605-4.52275195255555e-07i,0.00186476199791129-1.72048954245355e-07i,0.000685512174009388-7.98250492609263e-08i,0.000280154362386891+0i,1.35693470955485e-05+5.63668604545742e-09i,-2.53093420115963e-05+8.36598021805438e-09i,-3.35732583513413e-05-2.92451831328654e-09i,-4.26051342249089e-05-1.16031410095449e-08i,-1.31050826727236e-05-1.68901844597142e-09i,2.80090694828477e-06+1.16073792322977e-09i,4.08529762449787e-06-8.05468454994939e-09i,7.11527026259473e-06-4.41298742775225e-09i,0.00234561381745558+9.25392401105848e-07i,-0.00136801943401617-5.56879177868398e-07i,0.000696255105136388+1.96283681641017e-07i,-0.000157716850818717-1.02267826076854e-07i,4.50951585192259e-05+8.55437424527688e-08i,6.78647754360335e-06-3.87809770506745e-08i,-1.07463882327241e-05+1.77482753612211e-08i,7.2832111908736e-06-5.07036084018485e-09i,-3.78981745956663e-06-1.91878916505101e-09i,-7.34585376435602e-08-4.06907603033589e-09i,1.16433209900602e-06-5.58618290433047e-09i,-9.7863105958532e-07+1.3231164222965e-08i,2.17344277177833e-07-7.77629416101206e-09i,0.00376187039150326-0.00180612884583591i,-0.00104887483028632-0.00237576011231726i,-0.00104927981022918+0.000381298135181302i,0.000182891116440059+0.000303145783497075i,0.000113345639277716-9.08927326938775e-05i,-1.0779932865967e-05+3.73133097394291e-06i,1.77332234286609e-05+2.08723872350816e-06i,-5.76103992150106e-06-1.39683756631002e-05i,-1.560467444832e-05+1.41221270796024e-05i,4.59870622268345e-06+3.87369051544843e-06i,-2.88450190652334e-06-8.21311775406676e-07i,-1.91365460773596e-07+2.40349764769764e-06i,2.66917868537337e-06-2.34012366860857e-06i,0.00376355306350303+0.00180618839171297i,-0.0010489104583967+0.0023767932604352i,-0.00104969217188499-0.000381302933355543i,0.000182905251506551-0.000303338530559937i,0.000113435650456698+9.08531320030771e-05i,-1.07474481737255e-05-3.74039078838371e-06i,1.77421857077257e-05-2.06423697542207e-06i,-5.78320382948419e-06+1.39986041787486e-05i,-1.56458651508883e-05-1.41380014599493e-05i,4.59816151327714e-06-3.88703580443345e-06i,-2.89008666882736e-06+8.14361750040414e-07i,-1.81910925114358e-07-2.40958455617537e-06i,2.67811340591221e-06+2.34077474991647e-06i
0.000238387356321317-1.14825541620625e-07i,0.000143215625779849-6.01664574999342e-08i,6.08428540528402e-05-5.35839612873744e-09i,2.96153383661788e-05-1.64036645287623e-08i,1.35693470955485e-05-5.63668604545742e-09i,2.15972736259597e-06+0i,-3.41308918014671e-08-3.42104849554889e-10i,-1.38627342263186e-06+9.50648881909126e-10i,-2.07375890272187e-06+1.75211007637203e-09i,-8.02256355071515e-07+5.34011049560997e-10i,-1.96563389830942e-07+4.96554382323383e-10i,7.25865481228979e-08-4.66010129900664e-10i,3.4244318666246e-07-1.05209133240662e-09i,-0.000150425208274514+8.32692000730109e-07i,9.28312455715867e-05-5.0673434038476e-07i,-3.05932669197281e-05+2.07727416120288e-07i,1.3490489942688e-05-8.47793305875334e-08i,-6.79049950162319e-06+4.19422551044827e-08i,6.69333498801281e-07-7.06419029826336e-09i,-4.5780530922164e-08-3.53678192509112e-10i,-3.45180834899763e-07+3.55118469777472e-09i,1.05135940811993e-06-5.2890949535639e-09i,-3.69840884377033e-07+2.03520761159485e-09i,-2.59319902152294e-09-2.95522246844126e-10i,2.3552576932669e-08+8.46607742186949e-11i,-1.84004096258369e-07+3.73006709859506e-10i,-5.73528569274408e-05-0.000203089437842325i,-0.000128414547131322+3.21205655811859e-05i,1.84676527351519e-05+5.13956445479719e-05i,2.3714849690448e-05-9.15346017583121e-06i,-3.75628285306868e-06-1.07614074286004e-05i,-1.18393364885492e-06+3.50946571155569e-07i,-4.53558230449074e-08-3.12175852025044e-07i,-1.09138351856554e-06+4.47139914877259e-07i,5.77994301125157e-07+1.77270628259039e-06i,6.33332821004086e-07-1.85332369737493e-07i,-3.86039083804399e-08+5.09151981900319e-10i,1.06422955542212e-07-6.73815590048884e-09i,-6.3945266114755e-08-3.09181238637582e-07i,-5.6319802599249e-05+0.000203678947732445i,-0.000128789970687122-3.14708249595843e-05i,1.82030665688373e-05-5.15608229170215e-05i,2.37637357855645e-05+9.03075030087585e-06i,-3.7033924846124e-06+1.07747076535808e-05i,-1.1791855921553e-06-3.45958024839548e-07i,-4.38848794551263e-08+3.18098162028719e-07i,-1.09264649672104e-06-4.4089456384192e-07i,5.6889137604241e-07-1.77474160068222e-06i,6.35129542186837e-07+1.82805067568645e-07i,-3.90354679908856e-08-1.64191593292103e-09i,1.07512291201642e-07+5.97566017058941e-09i,-6.21593336777864e-08+3.08754640730137e-07i
-0.000640207406753752-6.28868750281187e-08i,-0.000428998918431639-5.6130246181172e-08i,-0.000199568207297872-2.37355142938723e-08i,-6.69891535460324e-05-1.66814617086466e-08i,-2.53093420115963e-05-8.36598021805438e-09i,-3.41308918014671e-08+3.42104849554889e-10i,4.21122088486544e-06+0i,3.85413299303603e-06+3.00088549916828e-09i,3.94449630934842e-06+4.78442380023179e-09i,1.19331243119175e-06+4.36902909943051e-10i,-6.51329213232945e-07+2.39098054081146e-10i,-6.8067396599457e-07+1.15070095318082e-09i,-6.98064311275832e-07-7.20908423942534e-10i,-0.000429320595892324+4.19838871146627e-07i,0.0002406899259212-2.85493142241316e-07i,-0.000104035307148368+1.2547090344058e-07i,2.77708438198135e-05-4.64904905331131e-08i,-1.07508323658172e-05+1.88327421096252e-08i,4.61299013873797e-08+1.39984529820153e-10i,5.26518659790556e-07-5.5511218137989e-09i,-7.13328263904178e-07+4.69496022254819e-09i,1.13199957209693e-06-3.68395804921946e-09i,-1.95672781838589e-07+3.20191696068437e-09i,2.68648834446783e-08+1.40771216437539e-09i,-1.45409612773551e-08-3.03511073815389e-09i,-1.34130278137526e-07+1.26376668341137e-09i,-0.000533889480353243-9.17282824462992e-06i,-3.30851789546616e-05+0.000333504414937631i,0.000150393278669463+2.38662831995129e-05i,8.77851138407368e-06-4.66092017745073e-05i,-1.77422975354453e-05-2.07070244726758e-06i,3.1455630369255e-07-4.26828816937545e-08i,-2.28471615032632e-06-1.58746604420993e-06i,-1.1458883590347e-06+2.19759622120837e-06i,2.48764607822103e-06+5.67633745886297e-07i,2.48326829408264e-07-6.54643685810137e-07i,3.14330820961742e-07+2.89786115867579e-07i,3.21828093823348e-07-3.1375624787506e-07i,-4.09656020982182e-07-1.45867300095582e-07i,-0.000533556210208492+9.60229942759499e-06i,-3.33531668604617e-05-0.000333344655262514i,0.000150342925964319-2.3989927354297e-05i,8.81809182455377e-06+4.65800821457454e-05i,-1.77289454586208e-05+2.08868587607667e-06i,3.14555645849675e-07+4.78214386966363e-08i,-2.28855393797443e-06+1.58931777773178e-06i,-1.13922378382546e-06-2.2010126294196e-06i,2.49050484951475e-06-5.65219932307468e-07i,2.52235945253052e-07+6.56212800679752e-07i,3.15748500727611e-07-2.89521658984136e-07i,3.20600393678185e-07+3.15266890569816e-07i,-4.104958289845e-07+1.43651975638968e-07i
-0.000785985022072087+2.19557302816005e-07i,-0.000509619577172829+1.41657400288689e-07i,-0.000232766258659695+6.7498194642284e-08i,-8.47245628138589e-05+2.01541041302707e-08i,-3.35732583513413e-05+2.92451831328654e-09i,-1.38627342263186e-06-9.50648881909126e-10i,3.85413299303603e-06-3.00088549916828e-09i,4.64049890890532e-06+0i,5.24736587664065e-06+1.82609407610716e-09i,1.63442237898928e-06-4.13469723474909e-10i,-4.63900996735807e-07+3.94907073672681e-10i,-6.79555684689071e-07+1.72819504594102e-09i,-9.31559706397928e-07+1.55704880491285e-10i,-0.000331014564931091+3.08743073064479e-07i,0.000183594034124814-1.90180073658915e-07i,-8.76820929205316e-05+8.5170783452555e-08i,2.11204863726775e-05-2.66822215408279e-08i,-7.27696051245575e-06+6.35714549669736e-09i,-3.44563053279781e-07+3.13764527356703e-09i,7.10869090163519e-07-4.63845816536936e-09i,-6.01154556046587e-07+3.36364031286737e-09i,5.92761820235158e-07-2.41465350960215e-09i,-2.02021205632967e-08+2.35008954651693e-09i,-8.36655925338475e-09+1.20524968895413e-09i,-2.46302914191737e-08-2.84938473778297e-09i,-5.78220798866073e-09+1.29941134125006e-09i,-0.000466786480631059+0.000137651593298728i,6.31095171486167e-05+0.000294858524064879i,0.000129897304788893-1.63229818038459e-05i,-9.56779206025056e-06-3.73713850632338e-05i,-1.39829110306015e-05+5.77886565945199e-06i,1.09319785297286e-06-4.43308470105141e-07i,-2.19854389790887e-06-1.14293311953615e-06i,-1.46572513097962e-07+1.73798393212159e-06i,1.92357519134978e-06-7.53981016849503e-07i,-2.00014810479188e-07-4.68258236924966e-07i,3.54815848173962e-07+2.66222957915226e-07i,1.88735004593518e-07-2.9778089579492e-07i,-3.36146899080563e-07+1.17880779152076e-07i,-0.000466664075804576-0.000137145456799547i,6.27893790519817e-05-0.000294780393808142i,0.000129863071681559+1.61791902302452e-05i,-9.52630586442779e-06+3.73547517809921e-05i,-1.39776133184749e-05-5.75676219545716e-06i,1.08995232592668e-06+4.46534605017812e-07i,-2.19966379287791e-06+1.14357940468901e-06i,-1.42048897089337e-07-1.74043526999056e-06i,1.9267516219544e-06+7.55099041017867e-07i,-1.9664907401982e-07+4.69416184839744e-07i,3.55851360278092e-07-2.65553266391592e-07i,1.87338035576548e-07+2.98716785817949e-07i,-3.36942328860422e-07-1.19390200550891e-07i
-0.000984381190357721+4.09243007219595e-07i,-0.000626927076531169+2.77857877272468e-07i,-0.000279634051184167+1.32480860764483e-07i,-0.000104104724115537+4.68586575799824e-08i,-4.26051342249089e-05+1.16031410095449e-08i,-2.07375890272187e-06-1.75211007637203e-09i,3.94449630934842e-06-4.78442380023179e-09i,5.24736587664065e-06-1.82609407610716e-09i,6.60456359710603e-06+0i,2.04455830634593e-06-7.04378505766629e-10i,-4.58747322014257e-07+4.83669087679375e-10i,-6.67679556275298e-07+2.12036548004967e-09i,-1.12591772303797e-06+1.00038963948521e-09i,-0.000283762703864151+2.40722962279585e-07i,0.000158452353686306-1.27040145674109e-07i,-8.33535700221871e-05+5.85480677340916e-08i,1.60151210344625e-05-1.47928813175667e-08i,-3.78449324258097e-06-1.06955427872696e-09i,-1.05046868847313e-06+4.77207845011408e-09i,1.12981761042251e-06-3.47932119338149e-09i,-5.92817431096745e-07+2.26231310193977e-09i,3.31585214032465e-08-1.25601317807072e-09i,1.85328035349692e-07+1.50527060950211e-09i,-9.14421606514098e-08+8.20778762325393e-10i,4.43056301793752e-08-2.67432937345485e-09i,7.79357958605572e-08+1.58452096154358e-09i,-0.000523960611676886+0.00028582268863217i,0.000162230590745789+0.000331220388185641i,0.000145955339494372-5.76654206507878e-05i,-2.80801748643582e-05-4.18453447927523e-05i,-1.56218951112393e-05+1.41376247749132e-05i,1.77570441323569e-06-5.73524398136864e-07i,-2.48920175107705e-06-5.67088722338997e-07i,7.53038153448429e-07+1.92429971162917e-06i,2.1465316004391e-06-2.12680509179762e-06i,-6.71629393693686e-07-5.25087201775673e-07i,4.11273978320334e-07+1.85199239931045e-07i,8.4199023735665e-08-3.36001713038719e-07i,-3.69509157304376e-07+3.47136886187033e-07i,-0.00052394707685324-0.000285308047202325i,0.000161900093166108-0.000331172977219975i,0.00014591985133655+5.75199004334334e-05i,-2.80423204411345e-05+4.1831865609045e-05i,-1.56206331583776e-05-1.41150260949276e-05i,1.77033213369613e-06+5.75497774800607e-07i,-2.48822218436249e-06+5.66037347341459e-07i,7.5649719260201e-07-1.92565539052997e-06i,2.1497761297985e-06+2.12811636901386e-06i,-6.70006074723581e-07+5.26175596840214e-07i,4.11821770061059e-07-1.84356871155782e-07i,8.26168536538466e-08+3.36387596343134e-07i,-3.70174017235598e-07-3.47666065029754e-07i
-0.000291020962922354+1.39794781412113e-07i,-0.000186672005665901+7.10995529988795e-08i,-8.34409903964036e-05+2.83327423452606e-08i,-3.1739687776985e-05+8.73320190662895e-09i,-1.31050826727236e-05+1.68901844597142e-09i,-8.02256355071515e-07-5.34011049560997e-10i,1.19331243119175e-06-4.36902909943051e-10i,1.63442237898928e-06+4.13469723474909e-10i,2.04455830634593e-06+7.04378505766629e-10i,6.8009239230925e-07+0i,-1.24699621065271e-07-6.05605726175737e-11i,-2.17222295614989e-07+5.20727104584193e-10i,-3.45624423683729e-07+1.83030981467528e-10i,-5.69714094357923e-05+1.54743031234057e-07i,2.88753862116919e-05-1.13556334105117e-07i,-1.68399504888989e-05+5.73415718658842e-08i,1.93650883176056e-06-1.81453678666742e-08i,7.23961241088982e-08+3.88326982246386e-09i,-3.6962884327843e-07+1.92870749391415e-09i,1.9593439597822e-07-3.12904874404495e-09i,-2.10443884987199e-08+2.25942280904531e-09i,-1.84658622118269e-07-1.45147299117778e-09i,1.28226762107783e-07+9.97898867953573e-10i,-3.14854105585757e-09+6.63257352427319e-10i,-1.63495133386663e-08-1.398820178964e-09i,5.45327558327597e-08+7.81977939795507e-10i,-0.000136770299876226+9.31838653513139e-05i,5.21791081196622e-05+8.66785001626492e-05i,3.7729445640968e-05-1.83091386673579e-05i,-9.01656376098875e-06-1.04661083370004e-05i,-3.87555455862456e-06+4.60299098534593e-06i,6.34887834154158e-07-1.8391375993384e-07i,-6.54075594280326e-07-2.49980514174667e-07i,1.98151977643042e-07+4.67432956962733e-07i,5.24196987027495e-07-6.70885391194994e-07i,-2.23717449174726e-07-1.2578553695021e-07i,1.12764156759302e-07+7.46796353877143e-08i,4.17228364297434e-08-8.77582887157086e-08i,-9.27122261172267e-08+9.9682310959768e-08i,-0.000136884675940902-9.29168545215385e-05i,5.20098050913536e-05-8.67863640321275e-05i,3.77836032740212e-05+1.82335468494304e-05i,-8.99506566411055e-06+1.04872841455822e-05i,-3.88425628964898e-06-4.5916522190986e-06i,6.32831809773255e-07+1.84905289716346e-07i,-6.57032742318163e-07+2.4981665767081e-07i,1.99379313164136e-07-4.70594011882024e-07i,5.27470765838669e-07+6.71076158457118e-07i,-2.22952311677986e-07+1.27024432998349e-07i,1.13642627928063e-07-7.44102144814619e-08i,4.10787416459184e-08+8.86853351084985e-08i,-9.34563712753569e-08-9.99434695240239e-08i
